Content,NB_Emotion_Predicted,SVM_Emotion_Predicted,KNN_Emotion_Predicted,Emotion_Actual
daunt try follow Swift news trend and face mind shatter pattern term leave and right try adopt gently,fear,fear,fear,fear
the sick Lord Christ give rest the weary bless the die soothe the suffer pity the afflict shield the joyous,sadness,sadness,sadness,joy
pessimist someone who when opportunity knock complain about the noise mikeshumor,sadness,sadness,sadness,sadness
Angry shout match between pessimist amp optimist You half empty head You half full,sadness,sadness,fear,sadness
HMiglino CParks77 Coco_Wms bodyfit67 TruthEqualsFact have never more anxious election lifeâ fearful,fear,fear,fear,fear
hearty Jonza all friends and follower,joy,joy,joy,joy
smile the photographâ You can see the secrets behind the fake smilesâ FACTã fact lifeã,joy,joy,fear,joy
last madden commercial TNF,fear,anger,anger,anger
weather make dread work tonight,fear,fear,fear,fear
coworker look her phone and say cheerfully look Kap get death threats now Then she say the 49ers,sadness,joy,joy,joy
Just get back from see Burslem AMAZING Face still hurt from laugh much,joy,joy,joy,joy
twlldun bbcquestiontime JacobReesMogg leicesterliz normanlamb CarolineLucas god not Brewer again The horror the horror,fear,fear,fear,fear
one want win the wild card because you have play the Cubs the road sadness,sadness,sadness,sadness,sadness
nigga doesn even look for his real family sad,sadness,sadness,sadness,sadness
exhaust stress but still bless optimism,joy,joy,fear,joy
Day harvest16 listen the sound the chopper work way closer home make farm365,fear,joy,fear,joy
dont sad btw good night davina sleep larh,sadness,sadness,fear,sadness
Anything better than Trump ramble awful Truly truly awful,fear,fear,fear,fear
bitter about the fact that the Subway Robart have replace with low rent version Chipotle,fear,anger,fear,anger
simondawkins23 click the wrong side fume,anger,anger,sadness,anger
Self hatred give rise fury fury the desire for self change,anger,anger,anger,anger
ScottCarmichae1 Murican_Stuff don fret this guy mad because when elect might have get real job,anger,sadness,fear,anger
err wasnt gloomy mio people not gloomy only remain Brexit,sadness,sadness,sadness,sadness
you may right but since year the bad events begin with privately hop get least 1st,joy,joy,fear,joy
hour rid make sorry,fear,fear,anger,anger
Cass_Pennant frankbrunoboxer WestHamUtd davidgold MaccaFrank JonjoHeuerman WestHamMagazine CasualMind_ insult,fear,anger,anger,anger
Eric couldn help but laugh though that make him wince pain hurt lot just want sit down somewhere,sadness,fear,fear,fear
finally rain Ashland Oregon parch all summer amp fall The plant amp people rejoice,joy,joy,anger,joy
Whatt trailerr karanjohar RanbirKapoor AishwaryaRaiBachchan COMPLETELY BLOWN longingformore,fear,fear,fear,fear
fear most usually what most need Tim Ferriss inspire inspire motivation success hustle,fear,fear,sadness,fear
serious hip shake tonight,fear,sadness,sadness,fear
Owlman2011 charitypricey jon_newsome PRAWNSANDOWl smith_alister average 2200 for the massif shock,fear,fear,fear,fear
the girl that just hit car not only she get lucky scratch but also from spar the wrath sleep deprive KaitðŸ,anger,anger,anger,anger
saw those dream dash amp amp divide like million star the night sky that wish over amp amp over again sparkle amp amp break,sadness,sadness,sadness,joy
Thank you for let know Please not hesitate contact the future our assistance need Thank you,fear,fear,fear,fear
you please know family blue,sadness,sadness,sadness,sadness
You all our angelic comrades flutter,fear,fear,fear,fear
you ain watch Sugarboy Hulu then you ain shit hilarious hahaha,joy,joy,fear,joy
shock absolutely shock,fear,fear,fear,fear
suppose intimidate the freshman half them taller than,fear,fear,fear,fear
MOMENT nIf you kill the spirit will die the natural PRINCESSTAYE murder suicide racism pride,sadness,sadness,sadness,sadness
siomo say get reelect afraid,fear,fear,fear,fear
when things come back haunt you cringe bad cringe ¼ðŸ what terrible gun that,fear,fear,fear,fear
dear even absolute hilarity don think have laugh much long time,joy,joy,fear,joy
long time tweet but root for paul win the only one that play and jam for 2nd doesnt irritate BB18,anger,anger,fear,anger
FJHobson Beaker126 how would you suggest profile stop right wing terror,fear,fear,anger,fear
will this air radio film Lots fan over the pond too wales lose,sadness,sadness,sadness,sadness
stevesingiser Put damper mood,sadness,sadness,sadness,sadness
will the last episode despair arc much shit gon happen not emotionally prepare,fear,fear,fear,sadness
know few will mourn the loss Stitch Great Escape but see THIS the kind cost cut park really don care for,sadness,sadness,sadness,sadness
why people glorify depression wouldn wish real depression upon worst enemy Shits the worst stop act like cool,fear,sadness,sadness,sadness
Watch this amaze live broadcast musically,joy,joy,joy,joy
morning Trondheim optimism productivity ³ðŸ ªðŸ ¼ðŸ ºðŸ,joy,joy,fear,joy
kimdelacreme_ there let know,fear,fear,sadness,sadness
pity,joy,sadness,sadness,joy
Forgot thank _JusDee_ and djolder for share day make happy video,joy,joy,joy,joy
strong amp courageous not terrify discourage for the LORD your God will with you wherever you,sadness,sadness,sadness,sadness
tiff,fear,anger,anger,anger
take them awfy long time spot their goal disallow,joy,joy,sadness,joy
cure for anxiety intimate relationship with Christ John anxiety,fear,fear,fear,fear
Bout get dontbreathe here icantholdmybreaththatlong,fear,fear,fear,fear
watch shitty reinforce never give cuz something that fuck awful still stand chance optimism,joy,joy,fear,joy
friend just message ugh hungry can wait for breakfast socialmedia WineWednesday hilarious funny laugh happy,joy,joy,joy,joy
Horseman the saddest show ever write depression season1,sadness,sadness,sadness,sadness
Starting minutes this week straight paradigm shift level mirth,fear,joy,fear,joy
all the optimism,joy,joy,joy,joy
ready for October Cooler weather and more horror flick,fear,fear,fear,fear
you look for argument that not engage not even speak his own word not rag him,fear,anger,anger,anger
jonnyp_43 like call cardiac arrest that turn out cut finger fume medchat,anger,anger,anger,anger
you wake scroll through social media and another father take from his child nightmare everyday KeithLamontScott,fear,fear,fear,fear
can not frown,sadness,sadness,sadness,sadness
think some our most spiritually weighty experience come counterintuitively and recognize hindsight levity and daily grace,joy,joy,fear,joy
MSNBC fox cnn realDonaldTrump Using fear state his view Not get the facts before make serious statement,fear,fear,fear,sadness
morning cheerfulness can extremely obnoxious ALDUB62ndWeeksary,joy,joy,joy,joy
confess that Pakistan support terror unga BurhanWani,fear,fear,fear,fear
make him feel vigorous Fine You can kill now Said Hestia with display only despair rather than her joyful,joy,joy,fear,fear
with porthole under way heyday through worthy faith bull eye transportation service moM,fear,joy,fear,joy
throughout that entire thing shake rlly bad and heart race and almost tear lmao thank,fear,joy,fear,fear
better wetter than dry certainly find that hilarious GBBO,joy,joy,fear,joy
mean she suppose seem joyous when she talk Rodrigo Duterte ISIS the American economy etc Think about what you say,joy,joy,joy,joy
funny how they can such hurry but have plenty time stop and threaten people,sadness,fear,fear,fear
first time Slough check out the new station floor LifeOnTheRoad,sadness,fear,fear,sadness
NHLexpertpicks USA embarrass watch When the last time you guy win game horrible joke,fear,fear,fear,fear
have clue where charger lose,sadness,sadness,anger,sadness
chick try fuck like your forget about your wife when your terrible,fear,fear,fear,fear
hope goal come soon either side Otherwise there serious threat dull and frustrate game COYS,sadness,sadness,joy,sadness
have quad shoot every day and can sleep right after time detox get rag migraines without coffee,fear,anger,anger,anger
take strange delight from see mark Hughes struggle,joy,joy,fear,joy
Cardschatter now that the Bills have new offense Cordinator you think more difficult for the game plan,fear,anger,fear,anger
the most magical time the year Xmas party announce and the outrage commence Got love Silicon Valley millennials,anger,anger,fear,anger
frown you intensely until you watch plastic memories,sadness,sadness,anger,sadness
thank you for find this coy,fear,fear,fear,fear
