Content,Emotion_predicted,Emotion_actual
If that doesn t out Dem s in panic mode then I don t know what will,fear,fear
rsdeepsea If 3 people be in a country of 300 million you be go to RUIN the whole country over 3 people fear,fear,fear
guy I have absolutely no idea what time i ll be on cam tomorrow but will keep you post,fear,anger
how about say something like if you re concern about privacy use it only in incognito mode,fear,fear
smile be a messenger of your good will,joy,joy
It Follows This be a super freaky movie horror scary,fear,fear
Maybe if it be transgender the media would cover it,fear,anger
I watch shitty tv to reinforce never give up cuz if something be that fuck awful on tv I still stand a chance,fear,joy
that despite the absolute delight my children and I would feel have a kitten in our home the misery my husband would feel be more,joy,joy
say Teufel be reassign within the organization before next year but I wish it be sooner Mets thirdbasecoach lgm,fear,fear
Anything be better than a Trump ramble He be awful Truly truly awful,fear,fear
wan na shake my tree ðŸ ðŸ ðŸ ðŸ,fear,fear
You ve get to watch the new series This be Us wow Best tv show I ve see in a long time n tear moretears,joy,joy
forget BB18 be on tonight ðŸ ³ that be how much the real world have be distract me horrid ðŸ ðŸ ¼ðŸ ˆðŸ Š,fear,fear
and it s kinda depress hey ðŸ,sadness,sadness
you just want all the attention cantsleep,fear,fear
huge or really full backpack on people fill me with anxiety,fear,fear
XboxMAD Ballmer will be furious Another delivery lose,sadness,anger
politicallycorrect BS What if I be offend by your assumption the USA should change because you be a visitor amp don t like it,anger,anger
Pakistan be â terrorist stateâ carry out war crimes India to terrorism UN,fear,fear
in our own country be so divide in our approach so how could we fight terrorism and pakistani terrorism MartyrsNotBeggars,fear,fear
yes I get it as much as the next guy bike blue amp bbq be frustrate amp loud but these ppl be travel from all over to come,sadness,sadness
neighbor dance in the Clayton Homes commercial be me hilarious,joy,joy
night be sparkle don t you let it go I m wonderstruck blush all the way home ValerieBot,joy,joy
And I would advise that everyone wait to watch or actually don t wait just don t even watch it because it be awful,fear,fear
of time be awareness of time lose awareness time,sadness,sadness
do it not just enliven your soul,sadness,joy
sad people be that sick and bore ðŸ ðŸ ðŸ,sadness,sadness
be accurately all powerful with respect to high quality high frequency speaker in re the extra desolate relate to fire ea â,fear,sadness
45 minutes late amp count horrible CTT Service suck,fear,fear
need to think of a new Avatar for Fire Emblem Revelation as I might start play it soon any ideas for name What gender do I choose,fear,fear
more step in long work visa process be over Relief Onto next step expat restless,fear,fear
day i have to think in my mind will this be please to God my decision make the way i react treat ppl speak be i please God,joy,joy
resentment and hatred be the destroyer of your fortune today,anger,anger
felt like he couldn t control â and here she be give so much of herself selflessly please him His groan be,fear,joy
be this a bridge if I have to drive on such I will stop breathe Yoo I can t I m to afraid,fear,fear
my evaluation come back and i be minimally effective Student test score on the PARCC sink my eval it s time for me to quit teach,sadness,sadness
be here a while be watch lot of TV Conclusion whataloadoftat if I wasn t depress before afternoon TV be grim,sadness,sadness
jk_rowling Donald Trump in the White House shudder,fear,fear
Roth leave V amp A shoe the effect of Brexit bright and talented foreigners make to feel unwelcome and leave U K c4news,joy,joy
twojacksdetail Very rare an officer just shoot without regard They don t want that on their conscience incite,anger,anger
happy not because everything be good but because you can see the good side of everything optimism,joy,joy
Defo a hearty root veg gratin Nice comfort food as Autumn kick in,joy,joy
WHY Did they want to make you plummet in to the depths of despair,sadness,sadness
sadly It s just Did the dude have to yell out the frog name at the Clinton rally that one day It change everything,sadness,sadness
Want to have a spar The prince smile and reach for his hilt and his icy eye keep on Aaron a playful look in his eye,joy,joy
play horrible Bad play call bad protection of the ball bad coach bad defense bad overall performance Texans,fear,fear
Styles to Love now at Zales Three sparkle style to love Stop by and shop in store today,joy,joy
you and that awful music can take a walk right off a cliff K ðŸ,fear,fear
be that in 2016 a 757 airplane do not have WiFi ridiculous AmericanAirlines americanairlinessucks AATeam,fear,fear
I have my hair to wash and dry be like know you have that English close read in your school bag to do,fear,fear
NRA She never say anything about take away gun but I would now bc of your stupid scare tactics for gun sales Sickening,fear,fear
